difficulty,importance,scheduled_duration,category,location,fixed_time,time_difference,real_duration
0.3,0.347,21,errand,home,,-1,15.8
0.501,0.306,30,personal,home,20:00,3.0,19.9
0.253,0.42,22,errand,home,23:00,13.0,17.2
0.467,0.692,105,work,cafe,20:30,1.5,104.8
0.364,0.572,49,work,home,,-1,55.4
0.17,0.525,20,personal,cafe,09:00,3.0,25.1
0.334,0.232,26,errand,home,,-1,21.9
0.338,0.374,41,errand,outdoor,,-1,62.5
0.443,0.71,51,study,cafe,,-1,65.6
0.681,0.787,40,health,home,,-1,49.2
0.461,0.272,18,errand,outdoor,,-1,44.1
0.0,0.162,29,personal,cafe,21:18,5.3,30.2
0.835,0.787,36,work,home,10:30,3.5,46.6
0.149,0.512,67,social,cafe,18:15,5.25,71.3
0.393,0.267,25,errand,store,,-1,34.4
0.568,0.694,45,health,gym,21:45,6.75,73.1
0.443,0.712,72,work,cafe,,-1,88.5
0.711,0.648,33,health,home,,-1,43.3
0.358,0.54,101,social,outdoor,22:15,2.25,123.2
0.556,0.632,69,study,office,09:45,-1.25,0.0
0.189,0.309,81,social,cafe,17:15,10.25,76.5
0.231,0.542,148,social,cafe,,-1,147.8
0.364,0.539,32,personal,store,,-1,42.7
0.024,0.5,31,personal,home,11:00,4.0,20.1
0.56,0.835,71,study,office,17:30,4.5,98.7
0.483,0.061,45,personal,store,23:45,5.75,47.2
0.569,0.548,38,health,home,08:15,-6.75,0.0
0.061,0.57,117,study,office,,-1,113.7
0.614,0.71,118,work,cafe,,-1,142.4
0.159,0.364,33,personal,cafe,,-1,35.7
0.221,0.259,69,social,home,,-1,64.6
0.817,0.283,76,work,office,,-1,113.2
0.515,0.497,155,social,home,,-1,166.2
0.622,0.483,60,work,cafe,,-1,75.7
0.485,0.229,38,personal,home,22:30,0.5,27.7
0.556,0.495,25,errand,home,,-1,21.2
0.522,0.43,107,work,cafe,,-1,129.7
0.172,0.359,41,errand,home,,-1,35.0
0.0,0.366,77,personal,store,22:18,15.3,64.6
0.912,0.522,109,work,home,09:30,-2.5,0.0
0.572,0.52,89,personal,home,10:15,-4.75,0.0
0.449,0.486,10,errand,outdoor,,-1,34.7
0.802,0.595,63,study,cafe,,-1,89.9
0.447,1.0,22,health,gym,,-1,50.3
0.292,0.49,17,personal,home,13:45,-8.25,0.0
0.348,0.381,49,health,outdoor,,-1,74.9
0.474,0.523,170,social,home,,-1,175.9
0.211,0.661,86,personal,store,22:30,14.5,78.2
0.276,0.635,85,personal,cafe,20:00,10.0,83.2
0.576,0.758,92,work,cafe,15:18,7.3,117.1
0.683,0.565,39,health,gym,21:00,10.0,65.1
0.672,0.693,20,health,gym,,-1,41.4
0.371,0.28,88,study,cafe,10:30,1.5,101.6
0.83,0.484,39,health,gym,,-1,83.1
0.663,0.779,57,work,cafe,,-1,75.2
0.221,0.506,18,errand,home,,-1,16.6
0.367,0.612,32,work,home,08:15,-2.75,0.0
0.608,0.692,26,health,gym,,-1,51.8
0.176,0.293,112,work,cafe,21:45,1.75,101.6
0.337,0.174,42,personal,cafe,18:00,2.0,44.6
0.143,0.373,84,personal,store,,-1,67.3
0.737,0.678,84,work,office,,-1,115.5
0.546,0.264,78,personal,store,,-1,75.5
0.578,0.26,59,personal,store,,-1,61.8
0.46,0.814,60,health,home,13:45,-1.25,0.0
0.379,0.765,51,personal,store,21:30,3.5,59.3
0.484,0.527,86,personal,cafe,,-1,85.7
0.81,0.506,49,study,home,17:30,4.5,62.0
0.48,0.227,24,personal,home,19:30,3.5,22.6
0.296,0.572,10,errand,outdoor,,-1,31.2
0.256,0.0,35,personal,store,,-1,30.5
0.769,0.539,67,work,office,12:18,-2.7,0.0
0.427,0.854,30,study,office,17:45,4.75,45.3
0.455,0.736,22,health,home,14:45,-1.25,0.0
0.345,0.675,32,health,home,10:00,3.0,32.9
0.447,0.676,64,personal,home,19:45,9.75,62.4
0.456,0.489,57,study,cafe,,-1,68.3
0.852,0.483,36,study,home,17:30,0.5,38.8
0.881,0.476,101,work,home,17:30,1.5,119.8
0.474,0.435,128,social,cafe,,-1,149.5
0.623,0.317,82,work,cafe,20:00,-1.0,109.2
0.356,0.221,56,personal,home,,-1,44.2
0.545,0.807,112,work,office,08:45,-12.25,0.0
0.0,0.417,89,work,office,,-1,87.0
0.36,0.106,44,personal,home,10:15,-7.75,0.0
0.724,0.726,55,study,home,,-1,66.7
0.352,0.428,45,health,outdoor,,-1,68.6
0.581,0.561,64,personal,cafe,19:45,12.75,63.4
0.328,0.425,139,social,outdoor,13:30,-0.5,0.0
0.505,0.324,73,personal,store,08:45,-13.25,0.0
0.399,0.926,34,health,outdoor,17:30,-4.5,0.0
0.311,0.289,125,social,home,,-1,117.8
0.574,0.707,74,work,home,,-1,82.7
0.678,0.557,105,work,home,,-1,130.5
0.479,0.503,18,errand,outdoor,09:30,-9.5,0.0
0.071,0.174,90,personal,home,,-1,59.9
0.75,0.539,60,study,home,,-1,71.9
0.303,0.572,114,study,cafe,13:15,-7.75,0.0
0.63,0.71,39,study,office,09:45,-11.25,0.0
0.6,0.775,45,health,home,,-1,52.5
0.167,0.312,15,errand,home,,-1,14.4
0.539,0.601,112,work,cafe,,-1,117.6
0.429,0.34,87,work,home,,-1,88.5
0.396,0.105,23,errand,store,,-1,28.7
0.067,0.293,43,errand,store,19:00,6.0,46.8
0.682,0.228,34,errand,home,,-1,31.2
0.421,0.49,28,errand,store,08:00,-14.0,0.0
0.496,0.514,55,study,home,,-1,61.1
0.752,0.245,91,social,outdoor,21:45,4.75,135.8
0.543,0.63,84,work,office,23:30,17.5,101.8
0.663,0.813,96,work,home,16:18,9.3,119.0
0.456,0.478,87,personal,cafe,,-1,84.1
0.259,0.835,71,study,office,,-1,96.9
0.214,0.662,43,errand,outdoor,,-1,58.5
0.245,0.67,37,errand,home,09:18,3.3,31.1
0.167,0.724,105,study,office,,-1,111.2
0.15,0.537,136,social,outdoor,14:45,8.75,149.4
0.717,0.582,75,study,home,21:45,7.75,90.7
0.194,0.242,24,errand,store,,-1,24.6
0.825,0.387,77,social,home,,-1,97.6
0.319,0.327,60,social,cafe,09:18,-4.7,0.0
0.593,0.351,82,personal,store,,-1,77.6
0.623,0.626,24,health,home,,-1,26.2
0.608,0.514,56,study,cafe,,-1,66.1
0.702,0.76,79,study,home,20:30,-0.5,0.0
0.349,0.947,31,health,outdoor,10:45,3.75,64.6
0.39,0.508,21,personal,cafe,08:15,-10.75,0.0
0.292,0.854,45,health,gym,,-1,81.7
0.622,0.657,64,work,home,20:00,0.0,0.0
0.655,0.663,66,study,cafe,,-1,85.5
0.672,0.659,33,health,gym,08:45,-3.25,0.0
0.646,0.631,18,errand,store,,-1,24.9
0.297,0.363,42,health,home,,-1,46.6
0.769,0.673,34,study,home,,-1,46.6
0.369,0.31,119,study,cafe,23:00,5.0,129.0
0.158,0.108,74,social,outdoor,,-1,87.2
0.766,0.87,84,work,home,19:30,10.5,119.1
0.489,0.365,33,errand,home,,-1,27.2
0.493,0.36,82,study,home,,-1,85.0
0.367,1.0,78,study,home,,-1,96.7
0.582,0.248,33,errand,outdoor,15:15,3.25,53.8
0.586,0.776,35,errand,outdoor,,-1,53.6
0.845,0.469,59,health,home,,-1,87.4
0.443,0.432,76,work,home,11:00,-4.0,0.0
0.174,0.204,28,personal,cafe,21:18,12.3,27.1
0.175,0.405,88,social,outdoor,18:30,12.5,99.6
0.268,0.287,77,personal,home,,-1,65.5
0.464,0.639,87,work,cafe,,-1,107.7
0.213,0.624,81,personal,cafe,16:00,1.0,62.9
0.0,0.23,24,errand,home,,-1,16.7
0.348,0.719,66,social,cafe,19:18,13.3,76.9
0.0,0.203,26,errand,outdoor,,-1,45.4
0.459,0.407,91,study,cafe,,-1,96.3
0.732,0.523,39,health,outdoor,,-1,72.6
0.398,0.274,59,work,cafe,08:18,-5.7,0.0
0.406,0.484,99,study,office,21:15,6.25,124.5
0.665,1.0,20,health,home,,-1,28.9
0.206,0.649,53,health,outdoor,,-1,79.4
0.498,0.684,109,study,cafe,19:00,1.0,93.6
0.215,0.564,83,study,office,,-1,101.6
0.205,0.864,43,study,office,,-1,60.0
0.561,0.899,55,work,office,08:30,0.5,56.8
0.542,0.283,128,social,cafe,21:18,15.3,149.3
0.691,0.433,75,personal,home,,-1,72.8
0.501,0.404,42,personal,store,,-1,47.9
0.52,0.232,22,errand,outdoor,08:30,-6.5,0.0
0.214,0.183,87,personal,store,,-1,75.3
0.529,0.556,120,study,office,,-1,132.4
0.196,0.682,34,personal,store,,-1,35.5
0.641,0.678,113,study,office,,-1,130.1
0.828,0.49,47,work,cafe,,-1,75.6
0.391,0.585,113,social,home,,-1,104.3
0.244,0.486,21,errand,store,11:00,-3.0,0.0
0.254,0.436,46,study,home,20:00,14.0,46.5
0.064,0.267,172,social,outdoor,,-1,153.1
0.09,0.318,48,personal,store,21:30,11.5,42.6
0.906,0.561,30,errand,store,,-1,43.4
0.769,0.521,51,work,home,21:30,-0.5,0.0
0.168,0.563,98,study,home,10:00,-1.0,80.5
0.715,0.687,81,study,cafe,16:18,-0.7,0.0
0.667,0.204,74,work,office,,-1,95.2
0.684,0.399,135,social,home,09:30,-0.5,0.0
0.221,0.664,116,study,cafe,,-1,121.3
0.586,0.346,60,study,office,,-1,84.3
0.844,0.96,21,health,outdoor,,-1,57.8
0.015,0.352,64,personal,cafe,18:18,4.3,55.4
0.569,0.265,153,social,outdoor,,-1,176.5
0.347,0.666,61,personal,home,,-1,48.7
0.285,0.613,53,work,cafe,12:15,1.25,55.7
0.189,0.056,31,personal,store,,-1,31.6
0.449,0.54,38,study,home,20:00,0.0,0.0
0.075,0.276,83,social,cafe,,-1,77.2
0.574,0.26,88,work,home,,-1,91.8
0.253,0.595,180,social,cafe,11:30,-1.5,0.0
0.669,0.65,27,health,home,23:45,11.75,32.8
0.327,0.449,44,errand,store,20:15,12.25,51.8
0.12,0.595,32,study,home,20:45,2.75,28.9
0.461,0.808,47,health,outdoor,,-1,80.0
0.581,0.614,88,work,office,,-1,113.7
0.277,0.391,110,social,home,09:45,2.75,99.0
0.675,0.689,62,work,home,22:00,2.0,72.4
0.536,0.635,41,health,outdoor,,-1,72.3
0.686,0.59,64,work,cafe,14:15,2.25,82.3
0.258,0.614,78,study,home,11:15,-2.75,0.0
0.72,0.521,24,errand,store,,-1,34.4
0.497,0.579,42,personal,home,,-1,35.0
0.423,0.381,64,personal,home,11:45,-9.25,0.0
0.339,0.234,32,study,home,22:45,14.75,30.5
0.77,0.541,112,work,cafe,21:45,15.75,149.3
0.265,0.717,61,work,office,,-1,85.7
0.765,0.841,80,study,cafe,,-1,118.9
0.535,0.645,132,social,home,22:00,5.0,125.5
0.374,0.482,98,work,office,15:15,8.25,126.8
0.524,0.387,29,personal,cafe,18:45,6.75,35.1
0.589,0.86,50,health,home,,-1,69.1
0.723,0.287,72,study,cafe,,-1,98.5
0.312,0.162,33,study,cafe,,-1,38.1
0.824,0.269,117,work,office,,-1,168.6
0.244,0.414,55,work,office,,-1,75.1
0.314,0.519,28,errand,store,,-1,37.6
0.935,0.648,47,health,home,11:30,-7.5,0.0
0.774,0.714,29,health,home,,-1,37.2
0.46,0.164,24,errand,store,,-1,35.6
0.692,0.693,80,work,office,,-1,105.5
0.201,0.527,37,errand,outdoor,,-1,55.1
0.362,0.0,112,social,cafe,,-1,105.0
0.559,0.79,52,study,office,,-1,69.9
0.491,0.271,40,personal,cafe,,-1,49.7
0.151,0.648,31,errand,outdoor,18:15,9.25,44.3
0.201,0.511,89,social,outdoor,,-1,103.3
0.622,0.268,76,work,office,,-1,85.3
0.19,0.372,76,study,cafe,,-1,82.7
0.57,0.557,119,study,home,12:15,6.25,119.1
0.461,0.849,32,health,gym,11:15,3.25,61.0
0.404,0.513,40,health,gym,19:15,8.25,63.2
0.489,0.359,77,work,home,,-1,87.0
0.251,0.329,86,personal,store,,-1,82.8
0.224,0.276,40,errand,outdoor,,-1,54.6
0.408,0.635,93,study,cafe,,-1,111.1
0.355,0.827,33,personal,store,,-1,36.3
0.32,0.174,19,personal,home,18:18,8.3,16.0
0.841,0.81,53,health,home,19:00,9.0,74.5
0.125,0.681,52,personal,store,22:30,13.5,45.8
0.625,0.573,55,study,cafe,,-1,74.7
0.159,0.125,43,errand,store,11:00,-6.0,0.0
0.89,0.561,45,work,home,,-1,61.8
0.456,0.656,114,study,office,,-1,126.0
0.525,0.483,33,study,office,,-1,50.6
0.462,0.737,65,work,office,,-1,82.8
0.18,0.565,34,errand,store,23:18,6.3,34.6
0.697,0.561,59,personal,cafe,,-1,64.9
0.0,0.413,44,personal,cafe,21:30,1.5,41.7
0.763,0.809,29,personal,store,17:30,7.5,40.4
0.507,0.913,82,work,home,17:00,5.0,101.1
0.892,0.235,45,work,home,,-1,60.0
0.826,0.478,102,study,home,12:15,-5.75,0.0
0.378,0.0,44,errand,store,,-1,45.2
0.875,0.689,48,health,outdoor,22:00,16.0,88.5
0.643,0.49,31,work,home,,-1,30.0
0.011,0.321,51,personal,store,,-1,47.0
0.708,0.613,85,study,office,19:18,-0.7,0.0
0.259,0.402,72,personal,store,09:15,1.25,65.3
0.303,0.717,44,personal,cafe,,-1,45.8
0.275,0.543,58,health,home,14:30,6.5,55.6
0.433,0.488,23,personal,home,17:15,-2.75,0.0
0.461,0.057,45,errand,store,10:00,0.0,0.0
0.54,0.827,51,health,gym,22:45,6.75,90.0
0.417,0.14,40,personal,home,20:18,14.3,38.1
0.487,0.518,11,errand,outdoor,17:15,-0.75,0.0
0.522,1.0,115,work,cafe,19:18,7.3,173.0
0.487,0.579,37,study,cafe,,-1,42.6
0.49,0.487,52,work,office,,-1,74.0
0.318,0.409,51,personal,cafe,,-1,52.3
0.391,0.369,95,social,cafe,,-1,95.3
0.494,0.722,29,health,outdoor,,-1,60.9
0.511,0.91,52,health,gym,,-1,89.3
0.653,0.36,88,personal,store,08:30,-2.5,0.0
0.223,0.782,26,errand,home,21:30,8.5,23.6
0.341,0.722,77,personal,home,,-1,64.2
0.599,0.15,98,study,cafe,,-1,105.1
0.401,0.085,118,social,home,,-1,110.2
0.327,0.481,39,health,gym,,-1,64.2
0.687,0.53,30,study,cafe,10:18,-4.7,0.0
0.055,0.345,37,personal,cafe,20:18,-1.7,0.0
0.803,0.475,29,errand,store,17:15,9.25,42.4
0.686,0.09,21,personal,store,13:30,-7.5,0.0
0.4,0.281,59,study,office,16:30,1.5,68.0
0.576,0.44,53,work,office,13:45,4.75,70.8
0.77,0.403,22,health,gym,10:00,-10.0,0.0
0.728,1.0,40,health,gym,,-1,84.0
0.591,0.72,72,work,home,09:18,-4.7,0.0
0.357,0.38,17,personal,home,,-1,13.4
0.315,0.567,53,study,office,08:45,-10.25,0.0
0.262,0.76,105,work,home,15:18,5.3,101.0
0.652,0.67,99,work,cafe,09:30,-2.5,0.0
0.082,0.679,19,errand,home,,-1,15.8
0.014,0.711,32,errand,store,21:00,13.0,28.9
0.063,0.182,57,personal,cafe,,-1,42.1
0.398,0.412,26,personal,cafe,,-1,37.8
0.29,0.377,76,work,office,19:15,9.25,90.0
0.252,0.137,35,personal,cafe,11:15,-4.75,0.0
0.384,0.291,67,social,cafe,10:30,0.5,59.2
0.367,0.34,72,personal,store,,-1,77.1
0.474,0.732,90,work,cafe,15:00,0.0,0.0
0.542,0.443,79,work,home,,-1,83.5
0.393,0.614,84,personal,home,08:18,-0.7,0.0
0.334,0.27,161,social,cafe,,-1,167.1
0.388,0.553,34,errand,store,,-1,43.7
0.617,0.39,168,social,cafe,18:00,-1.0,174.0
0.489,0.369,43,errand,outdoor,,-1,65.5
0.261,0.554,83,work,office,,-1,95.4
0.614,0.159,107,study,office,16:45,1.75,105.3
0.531,0.383,42,errand,store,11:30,-0.5,0.0
0.53,0.519,54,personal,cafe,21:45,3.75,59.3
0.956,0.287,114,work,office,,-1,174.7
0.114,0.465,38,personal,cafe,10:18,3.3,33.3
0.349,0.731,42,personal,home,,-1,35.3
0.356,0.678,35,work,home,18:00,7.0,46.7
0.458,0.427,52,health,gym,,-1,82.8
0.574,0.164,32,personal,store,,-1,42.1
0.477,0.249,69,personal,store,15:30,5.5,65.0
0.214,0.329,33,errand,outdoor,,-1,45.6
0.797,0.377,112,work,cafe,,-1,159.8
0.13,0.707,56,personal,store,20:00,4.0,51.6
0.491,0.71,35,study,home,08:45,-5.25,0.0
0.529,0.556,93,work,office,,-1,118.0
0.021,0.802,44,errand,home,,-1,30.7
0.964,0.122,42,personal,home,,-1,46.9
0.347,0.335,116,study,office,13:15,-5.75,0.0
0.564,1.0,52,health,gym,,-1,87.0
0.673,0.806,86,work,cafe,,-1,124.4
0.558,0.723,25,errand,store,,-1,36.8
0.473,0.128,76,personal,home,10:15,-2.75,0.0
0.573,0.777,47,health,outdoor,09:00,-1.0,81.6
0.621,0.281,39,personal,home,,-1,35.8
0.786,0.536,105,work,home,14:18,-3.7,0.0
0.369,0.099,26,errand,outdoor,,-1,45.0
0.499,0.0,22,errand,home,12:18,2.3,15.9
0.584,0.397,120,work,cafe,08:00,-8.0,0.0
0.475,0.425,14,errand,store,,-1,24.2
0.661,1.0,29,health,gym,11:18,0.3,55.7
0.071,0.171,152,social,cafe,,-1,120.6
0.537,0.48,40,study,office,,-1,60.8
0.222,0.005,35,personal,store,,-1,35.6
0.841,0.614,101,study,cafe,,-1,137.4
0.07,0.468,68,personal,store,09:15,-6.75,0.0
0.472,0.322,67,personal,store,,-1,66.7
0.301,0.235,29,errand,home,,-1,21.7
0.255,0.328,73,personal,home,09:45,-1.25,0.0
0.272,0.467,169,social,cafe,14:30,1.5,130.3
0.519,0.633,34,health,gym,18:45,7.75,59.4
0.566,0.625,21,health,home,18:45,-3.25,0.0
0.515,0.663,101,work,office,,-1,118.1
0.609,0.838,60,work,cafe,,-1,80.3
0.559,0.652,118,study,cafe,16:18,-2.7,0.0
0.591,0.474,43,errand,store,11:45,-0.25,0.0
0.674,0.649,44,work,cafe,18:45,-0.25,0.0
0.173,0.273,24,errand,store,,-1,28.4
0.297,0.672,53,study,office,21:45,4.75,71.2
0.445,0.501,32,errand,home,10:18,-5.7,0.0
0.398,0.244,92,study,office,,-1,110.2
0.317,0.389,114,work,office,23:45,9.75,120.6
0.164,0.499,25,errand,outdoor,,-1,42.5
0.222,0.341,60,social,cafe,21:15,9.25,63.8
0.536,0.44,171,social,home,09:15,-6.75,0.0
0.406,0.556,73,study,home,,-1,82.5
0.457,0.622,92,work,cafe,,-1,105.1
0.561,0.772,24,health,gym,,-1,48.9
0.587,0.936,104,work,home,11:00,0.0,0.0
0.536,0.396,148,social,outdoor,12:00,5.0,180.3
0.087,0.354,62,personal,cafe,13:00,-6.0,0.0
0.686,0.785,84,work,office,,-1,112.4
0.235,0.024,123,social,home,09:00,1.0,73.1
0.445,0.23,20,errand,store,,-1,32.0
0.418,0.415,64,social,cafe,,-1,74.9
0.351,0.232,26,personal,home,,-1,18.5
0.552,0.575,79,study,office,08:30,-5.5,0.0
0.367,0.325,20,errand,store,20:45,1.75,25.4
0.365,0.547,82,study,cafe,,-1,98.6
0.076,0.13,15,personal,cafe,,-1,14.7
0.309,0.312,53,health,home,13:00,0.0,0.0
0.562,0.623,52,personal,store,18:15,5.25,60.2
0.325,0.445,43,study,cafe,,-1,54.5
0.355,0.773,61,personal,cafe,,-1,58.0
0.304,0.567,39,work,home,17:30,4.5,38.2
0.566,0.527,55,health,home,,-1,66.4
0.693,0.688,45,work,office,,-1,66.4
0.27,0.51,66,personal,store,,-1,64.1
0.465,0.37,128,social,outdoor,11:45,-6.25,0.0
0.393,0.64,90,social,home,,-1,97.7
0.492,0.641,147,social,cafe,,-1,171.3
0.127,0.316,15,personal,home,21:30,9.5,11.4
0.5,0.793,21,health,gym,,-1,48.8
0.078,0.537,56,personal,store,21:45,5.75,48.7
0.382,0.786,92,work,office,22:45,13.75,129.2
0.516,0.518,31,errand,outdoor,,-1,53.2
0.614,0.684,101,work,cafe,16:45,4.75,126.7
0.546,0.491,47,work,office,,-1,65.9
0.16,0.155,41,personal,cafe,,-1,40.8
0.517,0.583,26,errand,outdoor,,-1,50.5
0.966,0.832,69,work,home,,-1,113.5
0.392,0.129,82,personal,cafe,08:15,-4.75,0.0
0.684,0.284,52,study,office,,-1,74.7
0.422,0.349,29,errand,store,11:18,3.3,37.1
0.054,0.301,65,work,home,,-1,62.8
0.088,0.0,20,personal,store,,-1,20.3
0.401,0.921,60,health,outdoor,13:00,-7.0,0.0
0.662,0.559,72,study,office,19:30,0.5,75.9
0.866,0.992,84,study,home,,-1,141.2
0.879,0.576,32,work,office,,-1,58.1
0.45,0.359,113,social,outdoor,,-1,147.2
0.375,0.623,30,health,home,,-1,37.9
0.44,0.521,18,errand,home,20:18,-0.7,0.0
0.176,0.782,58,personal,home,,-1,46.3
0.729,0.407,18,personal,cafe,14:45,7.75,25.4
0.181,0.449,47,personal,cafe,,-1,42.5
0.716,0.428,66,social,outdoor,,-1,105.5
0.207,0.089,26,errand,store,08:45,-10.25,0.0
0.08,0.447,12,errand,outdoor,,-1,38.7
0.186,0.627,68,personal,cafe,09:18,-6.7,0.0
0.431,0.369,86,personal,home,,-1,75.4
0.687,0.67,110,study,cafe,,-1,125.1
0.517,0.446,109,work,office,,-1,135.7
0.239,0.413,75,study,cafe,,-1,83.7
0.521,0.938,57,health,outdoor,14:00,-8.0,0.0
0.582,0.576,89,personal,store,,-1,81.6
0.309,0.332,11,errand,home,,-1,8.2
0.213,0.672,45,errand,store,,-1,48.9
0.437,0.0,34,personal,store,,-1,37.9
0.538,0.557,61,personal,store,17:30,8.5,59.2
0.075,0.0,68,personal,cafe,,-1,50.2
0.49,0.546,86,work,office,,-1,111.2
0.526,0.384,17,personal,store,,-1,24.5
0.713,0.353,70,study,home,,-1,80.4
0.75,0.62,76,work,home,22:00,10.0,95.0
0.272,0.665,31,personal,store,,-1,36.9
0.636,0.773,48,work,office,22:00,8.0,79.0
0.554,0.77,85,work,cafe,,-1,112.3
0.454,0.255,41,personal,cafe,,-1,48.4
0.998,0.546,80,work,office,09:00,2.0,144.8
0.244,0.057,153,social,home,09:45,-6.25,0.0
0.391,0.466,84,personal,home,,-1,75.4
0.254,0.274,49,personal,cafe,,-1,50.5
0.312,0.288,23,errand,outdoor,18:45,9.75,46.6
0.208,0.868,72,personal,store,,-1,70.7
0.351,0.559,53,personal,cafe,13:30,-3.5,0.0
0.184,0.364,66,study,cafe,,-1,71.3
0.471,0.631,85,study,cafe,13:00,7.0,100.7
0.0,0.882,24,errand,home,12:18,2.3,16.2
0.284,0.794,43,errand,store,,-1,54.4
0.127,0.356,26,errand,home,,-1,21.9
0.046,0.377,47,personal,cafe,21:00,8.0,44.4
0.82,0.807,28,health,gym,,-1,64.9
0.591,0.505,34,errand,outdoor,15:45,-3.25,0.0
0.088,0.166,38,personal,home,,-1,28.7
0.588,0.446,85,work,cafe,,-1,97.9
0.202,0.66,106,study,cafe,23:45,9.75,100.7
0.292,0.29,65,social,cafe,,-1,78.0
0.44,0.483,40,errand,store,13:15,-5.75,0.0
0.37,0.943,37,personal,cafe,,-1,50.1
0.48,0.584,96,work,office,18:15,5.25,113.2
0.83,0.627,36,health,outdoor,,-1,82.0
0.615,0.562,43,work,office,,-1,55.8
0.371,0.321,20,personal,home,19:30,13.5,18.0
0.585,0.727,96,work,cafe,,-1,120.6
0.464,0.267,53,personal,store,12:15,-0.75,0.0
0.658,0.526,84,personal,home,,-1,74.6
0.89,0.567,41,health,outdoor,,-1,91.3
0.215,0.256,127,social,home,15:00,4.0,118.6
0.474,0.367,68,study,office,23:18,6.3,90.8
0.693,0.685,91,work,cafe,,-1,110.2
0.354,0.922,68,work,cafe,,-1,92.7
0.741,0.402,105,work,cafe,,-1,137.6
0.478,0.86,88,study,home,21:30,11.5,94.2
0.745,0.957,60,health,gym,,-1,119.3
0.464,0.084,41,errand,store,,-1,43.5
0.578,0.583,113,study,cafe,21:18,12.3,135.0
0.511,0.47,153,social,outdoor,21:18,3.3,176.9
0.433,0.609,97,work,office,,-1,126.2
0.387,0.711,64,work,cafe,18:18,4.3,76.2
0.196,0.314,82,social,outdoor,,-1,97.9
0.375,0.824,43,errand,outdoor,,-1,69.9
0.674,0.659,41,study,office,,-1,61.4
0.483,0.457,17,errand,home,19:45,-2.25,0.0
0.396,0.545,74,study,office,19:45,0.75,83.2
1.0,0.742,99,work,office,,-1,156.5
0.032,0.318,29,personal,home,,-1,24.1
0.5,0.847,10,errand,home,,-1,8.8
0.71,0.897,26,health,home,22:18,2.3,35.0
0.787,0.697,55,health,home,10:45,-3.25,0.0
0.279,0.525,81,work,office,10:15,-9.75,0.0
0.41,0.851,41,work,home,,-1,46.1
0.209,0.412,53,study,cafe,11:00,-2.0,0.0
0.498,0.606,80,work,home,19:30,9.5,84.4
0.574,0.569,55,work,cafe,,-1,65.3
0.725,0.461,82,study,cafe,18:45,2.75,106.5
0.076,0.567,43,personal,home,18:00,2.0,32.6
0.644,0.171,44,personal,cafe,,-1,49.4
0.522,0.531,86,work,office,,-1,110.7
0.45,0.34,80,personal,cafe,,-1,76.6
0.658,0.353,110,study,office,,-1,147.0
0.456,0.76,40,study,office,,-1,57.9
0.204,0.362,15,personal,store,13:45,4.75,22.7
0.485,0.613,31,health,gym,,-1,54.5
0.132,0.544,93,work,home,,-1,89.8
0.221,0.075,61,personal,home,09:30,-4.5,0.0
0.413,0.273,58,personal,store,20:18,13.3,56.1
0.661,0.84,50,health,home,,-1,63.2
0.269,0.294,46,personal,cafe,,-1,52.1
0.616,0.526,114,study,cafe,,-1,126.7
0.647,0.395,106,work,home,11:45,-2.25,0.0
0.202,0.483,95,social,outdoor,,-1,103.7
0.626,0.682,43,errand,store,,-1,48.9
0.39,0.687,106,study,office,23:30,16.5,121.8
0.619,0.359,68,work,office,,-1,91.6
0.225,0.45,44,errand,outdoor,,-1,63.2
0.533,0.0,22,personal,home,,-1,15.4
0.474,0.4,75,personal,store,17:15,10.25,76.2
0.366,0.611,30,work,cafe,,-1,41.6
0.446,0.286,160,social,outdoor,,-1,184.2
0.341,0.448,11,errand,home,,-1,4.3
0.795,1.0,42,health,home,,-1,71.1
0.312,0.204,16,errand,home,15:45,7.75,16.5
0.477,0.65,88,work,office,13:45,1.75,104.2
0.453,0.397,82,work,home,11:15,-0.75,0.0
0.502,0.17,25,personal,store,,-1,32.2
0.597,0.474,66,personal,store,19:30,10.5,69.0
0.603,0.62,106,study,office,10:30,-11.5,0.0
0.479,0.428,101,study,office,15:15,3.25,117.2
0.499,0.61,44,work,office,15:00,3.0,62.1
0.283,0.689,38,work,home,08:45,-3.25,0.0
0.605,0.725,43,health,gym,,-1,71.7
0.672,0.448,94,work,cafe,,-1,118.3
0.722,0.411,117,study,office,19:45,13.75,156.1
0.491,0.383,78,social,outdoor,18:00,7.0,106.0
0.861,0.566,44,work,home,,-1,64.8
0.145,0.635,18,errand,store,14:00,6.0,26.2
0.785,0.535,37,study,office,,-1,61.0
0.695,0.597,48,health,gym,,-1,83.3
0.291,0.679,51,health,home,,-1,56.2
0.532,0.6,101,study,office,,-1,129.2
0.376,0.669,58,personal,home,,-1,54.6
0.0,0.375,81,personal,home,20:15,1.25,53.0
0.422,0.684,32,health,gym,14:00,-6.0,0.0
0.199,0.237,85,social,home,13:45,1.75,69.7
0.358,0.155,44,personal,home,,-1,28.8
0.324,0.087,58,personal,store,,-1,55.6
0.326,0.402,70,personal,cafe,,-1,66.4
0.344,0.273,13,errand,outdoor,17:30,4.5,38.1
0.369,0.582,32,errand,home,18:00,1.0,36.3
0.054,0.529,32,errand,outdoor,23:45,6.75,49.9
0.336,0.329,18,personal,store,,-1,25.9
0.398,0.747,50,health,home,,-1,59.6
